公司代號,公司名稱,當月營收,上月營收,上上月營收,上上上月營收,MOM,去年同期營收,YOY
程式執行時間,2021-08-04 00:31:36AM
,110年度,6月
2729,瓦城,"220,279","302,877","403,688","373,566",-27.27,"392,341",-43.86
2732,六角,"307,669","300,023","348,967","382,975",2.55,"377,742",-18.55
2734,易飛網,"14,586","15,383","27,989","30,773",-5.18,"37,152",-60.74
2736,高野,"4,027","20,529","50,529","52,273",-80.38,"43,059",-90.65
2740,天蔥,"3,455","7,281","13,367","12,841",-52.55,"14,569",-76.29
2743,山富,"13,290","20,106","36,158","16,975",-33.9,"11,837",12.28
2745,五福,"1,516","11,833","21,114","15,349",-87.19,"7,017",-78.4
2752,豆府,"59,087","79,435","172,892","161,476",-25.62,"152,587",-61.28
2754,亞洲藏壽司,"22,731","111,799","244,908","250,849",-79.67,"188,923",-87.97
2755,揚秦,"121,862","125,886","136,274","134,205",-3.2,"122,675",-0.66
2916,滿心,"16,750","66,429","124,288","111,217",-74.79,"123,870",-86.48
2924,東凌-KY,"18,947","27,069","23,779","25,402",-30.0,"23,926",-20.81
2926,誠品生活,"334,234","327,064","408,922","385,471",2.19,"359,200",-6.95
2928,紅馬-KY,"298,649","273,155","285,150","385,737",9.33,"335,594",-11.01
2937,集雅社,"203,377","255,359","227,386","196,941",-20.36,"185,800",9.46
3064,泰偉,"15,717","23,100","24,984","44,162",-31.96,"33,231",-52.7
3066,李洲,"42,324","38,679","40,344","39,949",9.42,"24,851",70.31
3067,全域,"6,708","4,578","4,527","4,416",46.53,"4,742",41.46
3071,協禧,"205,780","212,324","217,454","191,701",-3.08,"213,559",-3.64
3073,天方能源,"2,030","3,068","1,558","2,338",-33.83,"5,968",-65.99
3078,僑威,"912,582","900,116","922,199","1,071,676",1.38,"650,452",40.3
3081,聯亞,"145,013","194,493","200,489","223,095",-25.44,"186,000",-22.04
3083,網龍,"28,043","27,812","23,716","25,442",0.83,"37,661",-25.54
3085,新零售,"8,428","4,238","4,125","7,889",98.87,"6,087",38.46
3086,華義,"21,672","22,474","21,205","21,644",-3.57,"9,313",132.71
3088,艾訊,"386,128","363,712","351,539","414,552",6.16,"426,006",-9.36
3089,億杰,"17,314","21,534","13,378","29,179",-19.6,"31,522",-45.07
3093,港建,"161,293","210,912","162,214","156,146",-23.53,"108,914",48.09
3095,及成,"36,177","43,538","44,189","42,820",-16.91,"31,028",16.59
3105,穩懋,"2,057,822","2,060,141","2,024,120","1,988,936",-0.11,"2,003,367",2.72
3114,好德,"292,912","311,058","294,398","293,699",-5.83,"254,967",14.88
3115,寶島極,"46,110","29,378","41,028","33,153",56.95,"29,168",58.08
3118,進階,"78,959","50,994","52,384","63,186",54.84,"53,579",47.37
3122,笙泉,"68,412","59,925","56,456","55,389",14.16,"37,671",81.6
3128,昇銳,"67,104","74,687","64,457","73,389",-10.15,"64,023",4.81
3131,弘塑,"265,857","267,135","270,941","241,376",-0.48,"241,676",10.01
3141,晶宏,"193,503","190,264","186,991","184,544",1.7,"95,603",102.4
3144,新揚科,"238,953","213,347","218,277","215,875",12.0,"249,579",-4.26
3147,大綜,"375,213","346,547","384,650","324,616",8.27,"197,489",89.99
3152,璟德,"286,035","285,036","280,227","265,151",0.35,"176,973",61.63
3162,精確,"168,835","91,022","106,184","107,186",85.49,"34,955",383.01
3163,波若威,"178,489","192,044","203,513","202,450",-7.06,"304,916",-41.46
3169,亞信,"105,005","96,560","87,136","88,113",8.75,"63,346",65.76
3171,新洲,"154,229","158,423","157,823","150,726",-2.65,"129,165",19.4
3176,基亞,"53,985","56,713","64,173","73,490",-4.81,"50,824",6.22
3178,公準,"146,728","105,164","127,464","117,970",39.52,"109,114",34.47
3188,鑫龍騰,"176,687","286,182","191,949","177,232",-38.26,"41,452",326.24
3191,和進,"30,176","25,542","24,864","21,953",18.14,"26,540",13.7
3202,樺晟,"391,866","345,266","448,297","373,648",13.5,"383,731",2.12
3205,佰研,"52,937","49,583","51,207","50,115",6.76,"44,373",19.3
3206,志豐,"353,002","338,654","433,191","373,392",4.24,"198,750",77.61
3207,耀勝,"85,187","77,249","81,398","74,745",10.28,"73,196",16.38
3211,順達,"1,577,019","1,633,897","1,808,087","1,919,159",-3.48,"1,818,649",-13.29
3213,茂訊,"260,352","349,792","248,885","257,409",-25.57,"216,489",20.26
3217,優群,"242,279","213,970","242,997","253,405",13.23,"217,921",11.18
3218,大學光,"178,142","208,940","230,168","205,010",-14.74,"178,080",0.03
3219,倚強科,"346,746","156,357","162,096","3,688",121.77,"13,526",2463.55
3221,台嘉碩,"242,480","228,262","229,712","238,981",6.23,"171,430",41.45
3224,三顧,"132,585","143,778","128,644","154,047",-7.78,"152,917",-13.3
3226,至寶電,"267,503","269,498","263,755","257,283",-0.74,"165,578",61.56
3227,原相,"807,933","882,431","858,687","858,028",-8.44,"630,131",28.22
3228,金麗科,"52,641","79,303","73,076","66,533",-33.62,"19,550",169.26
3230,錦明,"102,989","143,581","139,387","134,002",-28.27,"104,728",-1.66
3232,昱捷,"81,712","84,789","90,075","66,247",-3.63,"75,700",7.94
3234,光環,"106,737","100,774","122,171","120,338",5.92,"156,729",-31.9
3236,千如,"217,442","203,556","194,996","208,037",6.82,"184,454",17.88
3252,海灣,"26,397","28,353","39,395","32,137",-6.9,"20,110",31.26
3259,鑫創,"65,618","58,850","50,036","56,924",11.5,"45,141",45.36
3260,威剛,"3,385,332","3,633,536","3,602,398","3,353,306",-6.83,"2,752,684",22.98
3264,欣銓,"986,336","945,400","941,468","877,319",4.33,"790,094",24.84
3265,台星科,"242,956","223,350","235,186","225,654",8.78,"216,512",12.21
3268,海德威,"103,218","167,432","113,515","111,494",-38.35,"82,489",25.13
3272,東碩,"405,833","323,569","368,554","396,724",25.42,"451,108",-10.04
3276,宇環,"141,799","135,991","115,009","114,129",4.27,"134,737",5.24
3284,太普高,"42,975","68,767","56,220","44,987",-37.51,"46,894",-8.36
3285,微端,"116,913","66,600","88,858","72,476",75.55,"87,547",33.54
3287,廣寰科,"61,126","53,931","66,229","53,706",13.34,"70,037",-12.72
3288,點晶,"7,983","11,278","7,893","16,807",-29.22,"7,805",2.28
3289,宜特,"239,313","264,786","267,197","289,178",-9.62,"264,160",-9.41
3290,東浦,"112,154","119,530","108,531","94,205",-6.17,"115,484",-2.88
3293,鈊象,"960,707","963,377","922,588","994,161",-0.28,"681,452",40.98
3294,英濟,"402,850","412,896","410,942","434,532",-2.43,"415,626",-3.07
3297,杭特,"21,225","21,561","19,589","15,920",-1.56,"16,146",31.46
3303,岱稜,"255,227","223,644","211,328","259,836",14.12,"192,829",32.36
3306,鼎天,"137,875","78,855","104,667","114,786",74.85,"102,566",34.43
3310,佳穎,"99,401","98,128","117,775","110,537",1.3,"74,603",33.24
3313,斐成,"24,304","17,285","4,054",1,40.61,"10,678",127.61
3317,尼克森,"226,300","220,590","243,898","260,708",2.59,"186,978",21.03
3322,建舜電,"333,884","316,257","330,292","341,724",5.57,"232,796",43.42
3323,加百裕,"1,600,580","1,107,444","1,082,219","1,376,199",44.53,"1,064,501",50.36
3324,雙鴻,"996,748","950,803","1,026,807","1,226,799",4.83,"1,029,472",-3.18
3325,旭品,"83,287","106,200","154,729","205,873",-21.58,"248,078",-66.43
3332,幸康,"92,887","86,130","84,027","104,262",7.85,"106,724",-12.97
3339,泰谷,"79,671","81,230","90,274","80,473",-1.92,"41,435",92.28
3354,律勝,"13,761","15,009","10,606","17,614",-8.32,"23,132",-40.51
3357,臺慶科,"547,912","532,278","504,144","519,345",2.94,"363,509",50.73
3360,尚立,"563,427","714,925","909,418","699,757",-21.19,"1,560,345",-63.89
3362,先進光,"264,882","259,572","341,543","316,821",2.05,"262,995",0.72
3363,上詮,"135,268","134,411","147,164","132,646",0.64,"155,557",-13.04
3372,典範,"174,478","163,172","161,003","149,643",6.93,"72,674",140.08
3373,熱映,"76,139","90,482","100,512","102,997",-15.85,"272,471",-72.06
3374,精材,"595,729","478,636","444,890","626,627",24.46,"423,644",40.62
3379,彬台,"94,902","39,084","34,076","142,959",142.82,"39,356",141.14
3388,崇越電,"789,385","705,769","730,784","878,156",11.85,"626,352",26.03
3390,旭軟,"84,895","80,953","61,778","61,965",4.87,"60,904",39.39
3402,漢科,"268,059","264,569","293,346","269,557",1.32,"250,711",6.92
3426,台興,"59,616","55,279","56,171","52,839",7.85,"53,469",11.5
3434,哲固,"74,373","82,414","61,214","68,056",-9.76,"36,751",102.37
3438,類比科,"142,658","138,118","142,069","131,771",3.29,"96,920",47.19
3441,聯一光,"38,143","37,278","36,412","34,100",2.32,"15,105",152.52
3444,利機,"113,786","106,868","103,884","105,153",6.47,"71,178",59.86
3455,由田,"201,283","200,596","189,353","173,508",0.34,"207,182",-2.85
3465,進泰電子,"306,800","276,655","217,623","279,831",10.9,169,181438.46
3466,致振,"77,624","84,984","55,247","102,503",-8.66,"42,104",84.36
3479,安勤,"377,862","391,944","373,474","420,564",-3.59,"336,657",12.24
3483,力致,"581,272","552,015","559,643","591,060",5.3,"504,779",15.15
3484,崧騰,"617,194","606,315","549,819","583,083",1.79,"317,413",94.45
3489,森寶,"170,353","84,462","240,047","568,258",101.69,"100,606",69.33
3490,單井,"50,937","37,764","42,795","32,644",34.88,"34,247",48.73
3491,昇達科,"136,962","137,799","132,684","139,734",-0.61,"129,456",5.8
3492,長盛,"50,730","68,635","73,732","81,640",-26.09,"36,006",40.89
3498,陽程,"114,189","173,067","208,296","163,700",-34.02,"192,972",-40.83
3499,環天科,"46,272","35,977","39,079","41,092",28.62,"41,810",10.67
3508,位速,"86,389","92,934","96,536","109,713",-7.04,"66,683",29.55
3511,矽瑪,"275,290","242,841","269,995","93,867",13.36,"62,270",342.09
3512,皇龍,"288,323","237,307","119,634","28,331",21.5,"384,510",-25.02
3516,亞帝歐,"150,316","89,037","64,469","47,785",68.82,"66,449",126.21
3520,華盈,"86,006","68,872","107,240","92,183",24.88,"93,397",-7.91
3521,鴻翊,"10,028","35,999","23,366","22,844",-72.14,"40,247",-75.08
3522,御頂,"4,211","34,064","68,176","74,885",-87.64,"39,272",-89.28
3523,迎輝,"26,290","24,450","19,305","21,582",7.53,"44,501",-40.92
3526,凡甲,"259,326","212,708","250,946","217,527",21.92,"165,867",56.35
3527,聚積,"289,982","273,558","262,095","238,513",6.0,"125,406",131.23
3529,力旺,"57,177","159,243","324,995","52,420",-64.09,"48,212",18.59
3531,先益,"167,197","171,698","169,592","141,783",-2.62,"118,617",40.96
3537,堡達,"235,804","233,956","287,089","284,007",0.79,"235,527",0.12
3540,曜越,"287,116","400,102","417,494","416,885",-28.24,"571,414",-49.75
3541,西柏,"131,638","129,233","129,193","127,558",1.86,"141,256",-6.81
3546,宇峻,"184,273","124,196","108,722","122,190",48.37,"127,663",44.34
3548,兆利,"635,442","620,247","541,648","506,210",2.45,"405,234",56.81
3551,世禾,"171,655","174,807","172,872","177,974",-1.8,"157,279",9.14
3552,同致,"616,539","634,570","654,369","685,820",-2.84,"509,709",20.96
3555,重鵬,"1,418","2,393",748,"1,380",-40.74,"16,529",-91.42
3556,禾瑞亞,"173,655","155,582","129,511","135,168",11.62,"103,678",67.49
3558,神準,"801,830","705,140","707,360","717,269",13.71,"626,194",28.05
3564,其陽,"131,329","128,611","113,125","122,903",2.11,"155,249",-15.41
3567,逸昌,"37,023","36,408","35,573","34,541",1.69,"30,505",21.37
3570,大塚,"108,613","88,798","117,455","113,292",22.31,"106,145",2.33
3577,泓格,"97,134","95,782","93,267","95,193",1.41,"59,259",63.91
3580,友威科,"65,399","56,777","54,488","51,289",15.19,"61,201",6.86
3581,博磊,"105,574","86,697","123,732","92,829",21.77,"96,448",9.46
3587,閎康,"281,963","271,084","257,165","272,273",4.01,"253,778",11.11
3594,磐儀,"135,236","132,259","134,937","121,462",2.25,"160,300",-15.64
3597,映興,"94,769","90,120","89,029","93,785",5.16,"68,729",37.89
3609,三一東林,"64,046","71,228","53,306","38,642",-10.08,"44,686",43.32
3611,鼎翰,"573,093","564,549","603,712","603,678",1.51,"433,835",32.1
3615,安可,"101,537","98,141","117,016","104,845",3.46,"71,749",41.52
3623,富晶通,"30,281","30,990","26,766","27,443",-2.29,"30,664",-1.25
3624,光頡,"264,153","251,623","252,517","238,658",4.98,"185,618",42.31
3625,西勝,"194,808","229,796","197,155","203,508",-15.23,"167,688",16.17
3628,盈正,"229,428","222,474","234,800","228,889",3.13,"194,054",18.23
3629,地心引力,"31,600","25,927","24,974","25,991",21.88,"90,919",-65.24
3630,新鉅科,"161,392","207,456","257,284","272,469",-22.2,"236,961",-31.89
3631,晟楠,"13,997","15,927","17,519","14,072",-12.12,"26,531",-47.24
3632,研勤,"12,840","19,729","33,919","38,256",-34.92,"30,474",-57.87
3642,駿熠電,"17,732","19,789","29,298","24,916",-10.39,"15,310",15.82
3646,艾恩特,"80,456","76,401","74,823","63,129",5.31,"52,237",54.02
3652,精聯,"201,197","176,955","177,669","229,011",13.7,"167,723",19.96
3663,鑫科,"280,347","243,324","235,269","262,201",15.22,"133,708",109.67
3664,安瑞-KY,"28,220","23,972","26,036","64,449",17.72,"50,034",-43.6
3666,光耀,"126,568","151,802","168,865","176,489",-16.62,"101,709",24.44
3672,康聯訊,"62,471","75,932","60,666","50,397",-17.73,"77,938",-19.85
3675,德微,"176,935","171,624","170,263","161,258",3.09,"133,226",32.81
3680,家登,"202,245","235,286","166,098","236,096",-14.04,"319,322",-36.66
3684,榮昌,"69,998","67,693","57,621","63,559",3.41,"41,114",70.25
3685,元創精密,"95,512","105,706","97,106","137,023",-9.64,"72,407",31.91
3687,歐買尬,"145,200","135,064","113,097","125,723",7.5,"99,686",45.66
3689,湧德,"511,834","531,395","535,176","471,659",-3.68,"466,359",9.75
3691,碩禾,"621,323","598,795","662,185","660,486",3.76,"719,480",-13.64
3693,營邦,"336,991","267,592","263,398","291,295",25.93,"264,131",27.58
3707,漢磊,"604,207","570,367","568,283","552,172",5.93,"477,108",26.64
3709,鑫聯大投控,"1,465,617","1,664,662","1,603,081","1,906,104",-11.96,"1,428,353",2.61
3710,連展投控,"535,293","547,581","614,460","656,276",-2.24,"760,321",-29.6
3713,新晶投控,"59,570","54,847","38,625","44,968",8.61,"22,948",159.59
4102,永日,"41,477","48,140","47,437","44,774",-13.84,"43,375",-4.38
4105,東洋,"310,476","378,770","353,723","322,718",-18.03,"278,038",11.67
4107,邦特,"155,946","151,338","133,446","149,611",3.04,"163,599",-4.68
4109,加捷生醫,"16,558","17,674","17,234","19,665",-6.31,"22,413",-26.12
4111,濟生,"86,523","82,485","85,904","79,093",4.9,"76,173",13.59
4113,聯上,"295,793","130,734","26,009","23,517",126.26,"15,002",1871.69
4114,健喬,"259,507","268,559","250,212","266,639",-3.37,"226,004",14.82
4116,明基醫,"121,444","120,438","95,311","127,058",0.84,"121,659",-0.18
4120,友華,"416,093","374,442","340,498","460,561",11.12,"478,720",-13.08
4121,優盛,"380,138","367,072","281,977","316,020",3.56,"302,477",25.68
4123,晟德,"34,868","47,471","50,046","45,573",-26.55,"35,340",-1.34
4126,太醫,"165,467","160,325","163,524","207,768",3.21,"210,798",-21.5
4127,天良,"60,832","37,523","39,439","44,157",62.12,"31,578",92.64
4128,中天,"180,419","183,613","122,641","141,507",-1.74,"119,129",51.45
4129,聯合,"159,669","201,412","234,689","267,085",-20.73,"192,090",-16.88
4130,健亞,"32,335","36,920","31,028","34,934",-12.42,"46,378",-30.28
4131,晶宇,"6,470","5,735","7,078","8,283",12.82,"9,996",-35.27
4138,曜亞,"49,203","72,529","96,343","88,482",-32.16,"71,570",-31.25
4139,馬光-KY,"72,424","75,725","77,105","80,193",-4.36,"69,357",4.42
4147,中裕,"46,496","51,791","56,912","8,782",-10.22,"46,069",0.93
4152,台微體,"123,087","32,194","4,895","29,197",282.33,"1,036",11780.98
4153,鈺緯,"52,738","64,060","51,070","45,449",-17.67,"65,615",-19.63
4154,康樂-KY,"36,917","32,264","27,472","33,229",14.42,"52,585",-29.8
4157,太景*-KY,"916,884",427,"327,176",639,214626.93,"1,905",48030.39
4160,創源,"57,310","39,478","43,908","48,233",45.17,"34,705",65.13
4161,聿新科,"62,644","44,702","58,420","67,459",40.14,"25,588",144.82
4162,智擎,"119,995","18,467","19,801","79,127",549.78,"19,261",522.99
4163,鐿鈦,"168,515","167,421","181,483","167,448",0.65,"156,886",7.41
4167,松瑞藥,"201,258","175,153","147,188","152,541",14.9,"110,048",82.88
4168,醣聯,79,257,0,517,-69.26,16,393.75
4171,瑞基,"109,805","102,793","62,985","92,661",6.82,"71,211",54.2
4173,久裕,"76,065","84,664","70,212","77,455",-10.16,"80,362",-5.35
4174,浩鼎,814,"7,672",530,318,-89.39,267,204.87
4175,杏一,"596,121","581,822","510,081","525,899",2.46,"530,194",12.43
4183,福永生技,"54,853","36,174","28,384","29,644",51.64,"56,371",-2.69
4188,安克,"8,500","5,811","5,657","4,342",46.27,"4,096",107.52
4192,杏國,392,422,463,323,-7.11,679,-42.27
4198,欣大健康,"17,276","8,272","7,149","7,812",108.85,"6,422",169.01
4205,中華食,"143,198","143,397","132,842","132,820",-0.14,"129,334",10.72
4207,環泰,"348,323","338,081","327,774","408,057",3.03,"317,574",9.68
4303,信立,"31,082","30,176","37,820","38,412",3.0,"26,117",19.01
4304,勝昱,"38,076","38,735","31,284","41,281",-1.7,"25,575",48.88
4305,世坤,"67,485","83,627","125,100","126,414",-19.3,"75,458",-10.57
4401,東隆興,"447,491","430,881","452,554","452,067",3.85,"252,889",76.95
4402,福大,"9,545","15,241","14,310","11,997",-37.37,"10,409",-8.3
4406,新昕纖,"39,151","42,330","36,987","43,077",-7.51,"23,493",66.65
4413,飛寶企業,"23,539","33,179","75,910","30,479",-29.05,"28,998",-18.83
4416,三圓,"7,437","7,715","7,949","7,897",-3.6,"7,689",-3.28
4417,金洲,"221,018","212,710","228,106","300,568",3.91,"272,729",-18.96
4419,元勝,"2,611","9,740",103,281,-73.19,13,19984.62
4420,光明,"76,534","76,166","84,825","95,260",0.48,"37,261",105.4
4429,聚紡,"61,412","80,704","80,995","89,131",-23.9,"59,104",3.9
4430,耀億,"166,100","202,776","223,050","204,685",-18.09,"166,279",-0.11
4432,銘旺實,"67,903","95,811","121,044","60,817",-29.13,"204,547",-66.8
4433,興采,"312,660","332,432","257,176","260,141",-5.95,"262,046",19.31
4502,健信,"104,517","118,560","104,153","88,992",-11.84,"96,733",8.05
4503,金雨,"11,044","10,423","6,241","14,196",5.96,"18,037",-38.77
4506,崇友,"384,541","326,117","321,116","330,478",17.92,"319,015",20.54
4510,高鋒,"214,009","201,664","165,906","66,355",6.12,"163,501",30.89
4513,福裕,"129,022","165,168","114,542","179,321",-21.88,"92,218",39.91
4523,永彰,"78,282","44,908","50,096","78,718",74.32,"64,846",20.72
4527,方土霖,"202,644","214,793","170,603","213,590",-5.66,"308,036",-34.21
4528,江興鍛,"206,416","221,859","247,435","182,634",-6.96,"150,594",37.07
4529,淳紳,809,254,108,370,218.5,672,20.39
4530,宏易,"7,426","12,148","17,268","16,373",-38.87,"3,180",133.52
4533,協易機,"292,793","377,837","280,692","404,880",-22.51,"242,357",20.81
4534,慶騰,"111,158","122,480","108,472","113,210",-9.24,"80,316",38.4
4535,至興,"240,946","225,289","219,048","275,232",6.95,"135,011",78.46
4538,大詠城,"37,568","41,763","33,456","35,823",-10.04,"18,501",103.06
4541,晟田,"102,503","91,177","75,938","73,019",12.42,"67,182",52.58
4542,科嶠,"91,658","54,816","45,947","34,317",67.21,"65,040",40.93
4543,萬在,"90,337","80,982","82,506","90,649",11.55,"76,097",18.71
4549,桓達,"102,917","91,221","114,851","117,603",12.82,"80,384",28.03
4550,長佳,"115,302","145,342","130,965","79,240",-20.67,"93,808",22.91
4554,橙的,"36,998","32,687","34,540","34,019",13.19,"27,770",33.23
4556,旭然,"53,139","53,191","50,408","40,253",-0.1,"41,289",28.7
4561,健椿,"104,321","106,029","110,307","132,007",-1.61,"82,211",26.89
4563,百德,"201,088","138,960","134,898","154,809",44.71,"293,059",-31.38
4568,科際精密,"144,009","115,225","107,454","98,031",24.98,"114,680",25.57
4580,捷流閥業,"210,260","208,101","205,842","167,534",1.04,"199,774",5.25
4609,唐鋒,"41,057","42,327","17,782","10,652",-3.0,"25,554",60.67
4702,中美實,"101,451","85,893","116,580","130,921",18.11,"45,975",120.67
4706,大恭,"109,420","129,002","123,618","162,756",-15.18,"84,023",30.23
4707,磐亞,"147,831","59,125","116,757","154,118",150.03,"131,124",12.74
4711,永純,"73,004","116,574","135,632","141,649",-37.38,"39,113",86.65
4712,南璋,696,"-1,465",899,"6,891",147.51,558,24.73
4714,永捷,"28,983","53,212","65,119","50,808",-45.53,"9,239",213.7
4716,大立,"49,672","75,920","69,205","101,033",-34.57,"71,304",-30.34
4721,美琪瑪,"236,198","286,753","290,275","260,209",-17.63,"209,321",12.84
4726,永昕,"22,143","51,512","33,077","80,289",-57.01,"169,149",-86.91
4728,雙美,"75,631","62,160","74,545","119,058",21.67,"67,572",11.93
4729,熒茂,"97,495","97,324","113,834","90,560",0.18,"84,487",15.4
4735,豪展,"137,207","151,541","314,605","337,931",-9.46,"202,549",-32.26
4736,泰博,"902,440","445,234","330,094","432,346",102.69,"467,049",93.22
4741,泓瀚,"54,460","43,368","54,580","49,339",25.58,"24,745",120.08
4743,合一,"8,727","2,281","1,721","4,559",282.6,"1,066",718.67
4744,皇將,"78,029","69,202","60,217","98,379",12.76,"73,040",6.83
4745,合富-KY,"652,830","395,401","424,711","417,998",65.11,"707,222",-7.69
4747,強生,"31,940","34,620","32,295","33,805",-7.74,"31,393",1.74
4754,國碳科,"62,573","44,949","31,068","25,924",39.21,"50,519",23.86
4760,勤凱科技,"162,519","155,720","154,568","146,066",4.37,"101,221",60.56
4767,誠泰科技,"100,275","111,515","109,766","101,781",-10.08,"86,268",16.24
4803,VHQ-KY,"83,045","82,542","84,026","83,491",0.61,"88,195",-5.84
4804,大略-KY,"33,015","29,895","28,626","36,922",10.44,"14,243",131.8
4806,昇華,0,72,0,0,-100.0,"117,404",-100.0
4903,聯光通,"57,350","28,472","51,813","68,412",101.43,"32,648",75.66
4905,台聯電,"5,187","6,563","4,122","8,167",-20.97,"6,421",-19.22
4907,富宇,"22,129","33,857","17,328","150,509",-34.64,"17,716",24.91
4908,前鼎,"71,890","65,400","64,180","60,247",9.92,"64,783",10.97
4909,新復興,"52,688","46,559","74,725","74,334",13.16,"53,637",-1.77
4911,德英,902,991,"1,733","3,046",-8.98,"2,062",-56.26
4924,欣厚-KY,"34,919","37,638","36,254","44,117",-7.22,"45,357",-23.01
4931,新盛力,"127,297","85,022","103,394","95,880",49.72,"109,086",16.69
4933,友輝,"228,046","254,783","262,548","243,427",-10.49,"239,250",-4.68
4939,亞電,"171,728","143,808","155,391","152,626",19.41,"125,853",36.45
4944,兆遠,"46,900","46,257","46,239","42,064",1.39,"26,618",76.2
4945,陞達科技,"47,439","37,660","44,307","64,787",25.97,"36,482",30.03
4946,辣椒,"4,038","2,172","2,799","3,874",85.91,"9,542",-57.68
4950,牧東,"43,613","20,628","8,233","13,968",111.43,737,5817.64
4953,緯軟,"501,491","478,919","484,436","477,050",4.71,"439,921",14.0
4966,譜瑞-KY,"1,541,370","1,672,951","1,689,523","1,489,447",-7.87,"1,344,240",14.66
4971,IET-KY,"68,814","63,005","57,482","50,610",9.22,"47,940",43.54
4972,湯石照明,"69,930","74,922","68,897","87,966",-6.66,"92,318",-24.25
4973,廣穎,"359,161","409,943","285,674","350,575",-12.39,"385,334",-6.79
4974,亞泰,"385,846","343,384","337,493","372,988",12.37,"369,310",4.48
4979,華星光,"75,062","97,810","94,754","58,357",-23.26,"111,150",-32.47
4987,科誠,"97,637","96,227","106,947","98,969",1.47,"79,620",22.63
4991,環宇-KY,"122,563","96,029","88,689","133,574",27.63,"161,268",-24.0
4995,晶達,"99,758","102,483","85,859","94,039",-2.66,"86,676",15.09
5009,榮剛,"728,023","679,835","605,890","659,576",7.09,"665,750",9.35
5011,久陽,"362,396","366,547","267,796","269,752",-1.13,"84,828",327.21
5013,強新,"741,256","710,624","744,995","780,110",4.31,"445,281",66.47
5014,建錩,"1,539,969","1,563,183","1,595,293","1,614,295",-1.49,"1,114,354",38.19
5015,華祺,"203,595","183,070","202,986","206,331",11.21,"149,832",35.88
5016,松和,"247,133","259,559","230,423","264,889",-4.79,"204,690",20.74
5102,富強,"66,244","52,359","50,308","74,724",26.52,"31,312",111.56
5201,凱衛,"20,765","14,607","14,314","14,712",42.16,"18,075",14.88
5202,力新,"14,529","10,815","13,916","19,425",34.34,"17,366",-16.34
5205,中茂,995,"1,895","1,438","1,113",-47.49,"3,123",-68.14
5206,坤悅,-5,"380,569","13,446","27,284",-100.0,"223,150",-100.0
5209,新鼎,"276,294","253,143","368,984","357,743",9.15,"211,250",30.79
5210,寶碩,"17,872","15,939","15,828","16,798",12.13,"16,857",6.02
5211,蒙恬,"10,023","10,285","11,096","12,138",-2.55,"14,579",-31.25
5212,凌網,"85,370","63,554","68,538","64,364",34.33,"86,073",-0.82
5213,亞昕,"310,436","136,198","107,615","1,042,676",127.93,"233,111",33.17
5220,萬達光電,"102,396","86,418","71,449","71,794",18.49,"108,452",-5.58
5223,安力-KY,"138,867","148,399","167,766","180,168",-6.42,"178,459",-22.19
5227,立凱-KY,"9,463","41,002","12,453","22,671",-76.92,"1,652",472.82
5230,雷笛克光學,"100,420","102,778","101,964","102,142",-2.29,"80,438",24.84
5236,凌陽創新,"207,801","236,395","206,889","201,471",-12.1,"153,146",35.69
5245,智晶,"115,378","116,802","121,926","132,920",-1.22,"118,630",-2.74
5251,天鉞電,"16,705","13,776","11,273","19,521",21.26,"20,609",-18.94
5263,智崴,"70,879","50,932","62,491","72,416",39.16,"82,213",-13.79
5272,笙科,"47,812","48,347","50,404","49,345",-1.11,"36,545",30.83
5274,信驊,"328,914","304,950","282,572","260,341",7.86,"325,375",1.09
5276,達輝-KY,"42,619","70,405","83,578","85,426",-39.47,"42,362",0.61
5278,尚凡,"143,084","138,039","116,527","118,838",3.65,"82,921",72.55
5281,大峽谷-KY,"133,729","90,802","94,709","67,921",47.28,"89,134",50.03
5287,數字,"123,271","139,961","137,633","138,504",-11.92,"128,309",-3.93
5289,宜鼎,"1,048,977","978,982","857,087","801,873",7.15,"568,518",84.51
5291,邑昇,"153,686","152,992","130,289","122,494",0.45,"86,205",78.28
5299,杰力,"250,277","228,264","222,811","214,421",9.64,"158,870",57.54
5301,寶得利,915,"2,977","6,996","6,636",-69.26,"3,975",-76.98
5302,太欣,"3,665","2,039","4,297","7,812",79.74,"1,282",185.88
5306,桂盟,"726,894","663,977","629,388","673,219",9.48,"525,082",38.43
5309,系統電,"212,974","201,332","176,206","202,274",5.78,"103,392",105.99
5310,天剛,"2,146",483,557,683,344.31,"10,645",-79.84
5312,寶島科,"119,493","219,204","254,599","273,202",-45.49,"233,577",-48.84
5314,世紀,"1,490",408,"1,677","3,261",265.2,"3,110",-52.09
5315,光聯,"184,008","183,182","182,363","181,338",0.45,"135,353",35.95
5321,友銓,"238,033","229,521","227,780","212,866",3.71,"192,786",23.47
5324,士開,"9,096","25,352","35,697","34,338",-64.12,"23,560",-61.39
5328,華容,"84,091","91,538","96,169","78,052",-8.14,"74,262",13.24
5340,建榮,"117,649","115,901","125,281","136,333",1.51,"115,561",1.81
5344,立衛,"30,996","33,388","32,120","35,652",-7.16,"27,686",11.96
5345,天揚,638,"1,853",806,"1,809",-65.57,"6,994",-90.88
5347,世界,"3,575,319","3,409,448","3,170,821","3,583,790",4.87,"2,870,986",24.53
5348,系通,"8,066","9,117","10,792","8,461",-11.53,"3,994",101.95
5351,鈺創,"453,012","422,030","401,137","383,332",7.34,"267,231",69.52
